run_id,fold,validauc,validacc,timestamp,best_epoch,model_save_path
9mgrl3xr,0,0.922115573284486,0.8645274992403524,1735074646.9721177,4,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_8_2_0.001_1_1_[3, 5]_a02af89b-a8f0-4d92-92e9-f6479379e526/"
1f1t6d3p,2,0.9258691094888716,0.872938172483478,1735074731.7944524,28,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_4_2_0.0001_1_1_[3, 5]_9d1676e0-a91f-4333-9ac1-e96428b6fa01/"
60wexsw2,3,0.9256154769898718,0.8755268959277318,1735074737.3536017,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_3_0.3_128_256_8_2_0.0001_1_1_[3, 5]_6f659998-b8fd-4d66-b741-a3b9c5f88c95/"
9mqg7p33,4,0.9262918603144404,0.8775660216996807,1735074584.2244604,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_b1ee6029-167c-467d-a9c9-1372bf10ecc5/"
75zxts3z,0,0.9241783135086638,0.8665815861440291,1735074550.5688472,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_1_0.001_1_1_[3, 5]_f9cb91bd-b4e6-4508-9a4f-3e596b36f58f/"
maabtjs1,2,0.9253228246962102,0.8712996340597521,1735074526.4786997,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_f1fbc7ee-91b9-4d35-9d6c-516d3f97ef0e/"
lgtot19m,3,0.9262173486897128,0.8762665249642752,1735074508.2580051,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_3_0.3_128_256_4_1_0.001_1_1_[3, 5]_be7191b6-d124-469b-a0d7-72a143615bca/"
aq52qx8j,4,0.9262918603144404,0.8775660216996807,1735074508.6813743,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_a74cf8e1-0d1c-4e75-9b8a-6fa0cf2ff29c/"
235nwlp0,0,0.9238493062617956,0.8665694317836524,1735074477.6473007,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_4_2_0.001_1_1_[3, 5]_e050e193-f88e-4ee1-8ab4-d59384213293/"
xpiaqlvv,2,0.9253228246962102,0.8712996340597521,1735074446.296595,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_e1d82cde-3db6-44a2-8d1b-e6c4ca870a95/"
